0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             22082012                                                                                                                                                                                                                                                                                                                                                                                      000001
1015420931819COBR_CAUC_COR  COOPERATIVA TRITICOLA ERECHIM LTDA      083310441000117COOPERATIVA CENTRAL OESTE CATARINE      RUA JOAO MARTINS, 219 D                 CHAPECO                                 89803901SC37300000010095806480113/1     30072012900BRADESCO S/A        0801201300000000020072613CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1031421009837COBR_CAUC_BIC  DIPLOMATA S/A  INDL. E COMERCIAL        085070068000108GONCALVES & TORTOLA S/A                 CAIXA POSTAL 142                        MARINGA                                 87001970PR3730100001050249760029417-06  14082012016CURITIBA            1609201200000000010400000CC                                                                                                                                                                                                                                                                                                                                                                                                         000003
1007421044581COBR_CAUC_BIC  GRANCARGA TRANSP. E GUINDASTES S/A.     035820448013548WHITE MARTINS GASES INDUSTRIAIS LT      AV. PASTOR MAR,126-SL 301 BL01,319      JOAO MONLEVADE                          20760005RJ373020000101408606002425      16082012014RIO DE JANEIRO      0310201200000000012167468CC                                                                                                                                                                                                                                                                                                                                                                                                         000004
1007421044581COBR_CAUC_BIC  GRANCARGA TRANSP. E GUINDASTES S/A.     035820448013548WHITE MARTINS GASES INDUSTRIAIS LT      AV. PASTOR MAR,126-SL 301 BL01,319      JOAO MONLEVADE                          20760005RJ373020000201408690002424      16082012014RIO DE JANEIRO      1709201200000000013243353CC                                                                                                                                                                                                                                                                                                                                                                                                         000005
1018421009783COBR_CAUC_BIC  EMBALO EMBALAGENS LOGICAS LTDA          006204131000258PEROLA DIST E LOGST. LTDA               AV. BRASIL SUL 5240,0                   ANAPOLIS                                75123390GO373030000102869211036923      20082012018GOIANIA             1809201200000000011613114CC                                                                                                                                                                                                                                                                                                                                                                                                         000006
1038421011812COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        009363567000105PREMIX BRASIL RESINAS LTDA              AL ARAGUAIA,2044                        BARUERI                                 06455000SP373040000109809209001511      20082012007PAULISTA            0410201200000000013179631CC                                                                                                                                                                                                                                                                                                                                                                                                         000007
1038421011812COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        009363567000105PREMIX BRASIL RESINAS LTDA              AL ARAGUAIA,2044                        BARUERI                                 06455000SP373040000209809217001512      20082012007PAULISTA            0410201200000000013179631CC                                                                                                                                                                                                                                                                                                                                                                                                         000008
1038421011812COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        009363567000105PREMIX BRASIL RESINAS LTDA              AL ARAGUAIA,2044                        BARUERI                                 06455000SP373040000309809225001513      20082012007PAULISTA            0410201200000000013179631CC                                                                                                                                                                                                                                                                                                                                                                                                         000009
1038421011812COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        009363567000105PREMIX BRASIL RESINAS LTDA              AL ARAGUAIA,2044                        BARUERI                                 06455000SP373040000409809233001514      20082012007PAULISTA            0410201200000000013179631CC                                                                                                                                                                                                                                                                                                                                                                                                         000010
1038421011812COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        009363567000105PREMIX BRASIL RESINAS LTDA              AL ARAGUAIA,2044                        BARUERI                                 06455000SP373040000509809241001515      20082012007PAULISTA            0410201200000000013748123CC                                                                                                                                                                                                                                                                                                                                                                                                         000011
1038421011812COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        009363567000105PREMIX BRASIL RESINAS LTDA              AL ARAGUAIA,2044                        BARUERI                                 06455000SP373040000609809250001516      20082012007PAULISTA            0410201200000000013748123CC                                                                                                                                                                                                                                                                                                                                                                                                         000012
1019421010259COBR_CAUC_BIC  L & S INTERBANK FOMENTO LTDA            019590579000118PRESENCA COMERCIAL LTDA                 R ALAGOAS 1029 SL 803                   BELO HORIZONTE                          30130160MG3730500001065437710845        16052012019BELO HORIZONTE      2409201200000000010234400CC                                                                                                                                                                                                                                                                                                                                                                                                         000013
1037421008368COBR_CAUC_COR  LOCOMOTIVA IND. E COM. DE TEXTEIS       062499934000177MARKA TEXTIL LTDA                       AV,DR. ADHEMAR DE BARROS,777-           GUARAREMA (SP)                          08900000SP373060000104542872000045496   20082012900BRADESCO S/A        2409201200000000010875000CC                                                                                                                                                                                                                                                                                                                                                                                                         000014
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  003647568000197CASA DO INTERFONE LTDA                  AVE DEZESSETE N. 634                    ITUIUTABA                               38300132MG373310000100593876002691601   06082012900BRADESCO S/A        2509201200000000000027002CC                                                                                                                                                                                                                                                                                                                                                                                                         000015
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  008810537000129DE AGUIAR COMERCIO DE EQUIPAMENTOS      RUA MARECHAL CANDIDO RONDON N. 878      CASCAVEL                                85802130PR373320000100593868002691501   06082012016CURITIBA            2509201200000000000027025CC                                                                                                                                                                                                                                                                                                                                                                                                         000016
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  010799610000150LICIPAR LTDA ME                         R MAJOR ALBERTO P JORGE 213 CS04        CURITIBA                                80740270PR373330000100572607024089601   25062012016CURITIBA            2408201200000000000027380CC                                                                                                                                                                                                                                                                                                                                                                                                         000017
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  007599680000150DANELUZ COMERCIO DE EQUIP ELETRONI      RUA TENENTE CAMARGO N. 277              FRANCISCO BELTR                         85605090PR373340000100593884002691901   06082012900BRADESCO S/A        2509201200000000000032402CC                                                                                                                                                                                                                                                                                                                                                                                                         000018
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  011806191000108REDE-SEG ARACAJU COMERCIO DE EQUIP      RUA FENELON SANTOS 579                  ARACAJU                                 49020350SE373350000100579601024107403   27062012045ARACAJU             2708201200000000000033194CC                                                                                                                                                                                                                                                                                                                                                                                                         000019
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  012464984000140TSEG TELECOM SEGURANCA ELETRONICA       RUA MARIA LOPES 63                      RIO DE JANEIRO                          21310050RJ373360000100570167002575704   21062012014RIO DE JANEIRO      0409201200000000000056557CC                                                                                                                                                                                                                                                                                                                                                                                                         000020
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  011980905000191INGATEC DISTRIBUIDORA DE EQUIPAMEN      AV CERRO AZUL N 1253 SALA 22 B          MARINGA                                 87010055PR373370000100579199024123003   29062012016CURITIBA            2808201200000000000064183CC                                                                                                                                                                                                                                                                                                                                                                                                         000021
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  005814992000104DISCOM COMERCIO E DISTRIBUICAO LTD      AVENIDA TANCREDO NEVES N. 969           SALVADOR                                41820021BA373380000100579784024118703   29062012013SALVADOR            2808201200000000000044160CC                                                                                                                                                                                                                                                                                                                                                                                                         000022
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  005814992000104DISCOM COMERCIO E DISTRIBUICAO LTD      AVENIDA TANCREDO NEVES N. 969           SALVADOR                                41820021BA373380000200579121024118704   29062012013SALVADOR            1209201200000000000044160CC                                                                                                                                                                                                                                                                                                                                                                                                         000023
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  006163487000100PRODUSOM DO VALE DO SAO FRANCISCO       AV SANTOS DUMONT 1                      JUAZEIRO                                48903680BA373390000100574979024095103   26062012900BRADESCO S/A        2708201200000000000044160CC                                                                                                                                                                                                                                                                                                                                                                                                         000024
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  006163487000100PRODUSOM DO VALE DO SAO FRANCISCO       AV SANTOS DUMONT 1                      JUAZEIRO                                48903680BA373390000200574987024095104   26062012900BRADESCO S/A        1009201200000000000044160CC                                                                                                                                                                                                                                                                                                                                                                                                         000025
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  000220867000152COMERCIAL BANDEIRANTES DE ELETRO L      AV T N. 2                               GOIANIA                                 74210010GO373400000100575444002589803   26062012018GOIANIA             2708201200000000000091022CC                                                                                                                                                                                                                                                                                                                                                                                                         000026
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  014698925000162DELPRETO E GUERRA DIST E QUIP DE S      RUA DOUTOR BERNARDINO DE CAMPOS 688     SAO CARLOS                              13574030SP373410000100575029024095303   26062012022RIBEIRAO PRETO      2708201200000000000023968CC                                                                                                                                                                                                                                                                                                                                                                                                         000027
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  014698925000162DELPRETO E GUERRA DIST E QUIP DE S      RUA DOUTOR BERNARDINO DE CAMPOS 688     SAO CARLOS                              13574030SP373410000200575037024095304   26062012022RIBEIRAO PRETO      1009201200000000000023968CC                                                                                                                                                                                                                                                                                                                                                                                                         000028
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  014698925000162DELPRETO E GUERRA DIST E QUIP DE S      RUA DOUTOR BERNARDINO DE CAMPOS 688     SAO CARLOS                              13574030SP373410000300575045024095305   26062012022RIBEIRAO PRETO      2409201200000000000023968CC                                                                                                                                                                                                                                                                                                                                                                                                         000029
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  014698925000162DELPRETO E GUERRA DIST E QUIP DE S      RUA DOUTOR BERNARDINO DE CAMPOS 688     SAO CARLOS                              13574030SP373410000400575053024095306   26062012022RIBEIRAO PRETO      0910201200000000000023968CC                                                                                                                                                                                                                                                                                                                                                                                                         000030
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  014698925000162DELPRETO E GUERRA DIST E QUIP DE S      RUA DOUTOR BERNARDINO DE CAMPOS 688     SAO CARLOS                              13574030SP373410000500575061024095307   26062012022RIBEIRAO PRETO      2410201200000000000024032CC                                                                                                                                                                                                                                                                                                                                                                                                         000031
