0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             02082012                                                                                                                                                                                                                                                                                                                                                                                      000001
1021420930887COBR_CAUC_COR  DEDINI S/A INDUSTRIAS DE BASE           048295562001450USINA ALTO ALEGRE S A - ACUCAR E A      RUA JOSE LEITE, 40 JD BONGIOVANI BR     PRESIDENTE PRUD                         19050910SP36950000010634901026150-2-2   31072012900BRADESCO S/A        1608201200000000018920200CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1007421031242COBR_CAUC_BIC  GP GUARDA PATRIMONIAL DE S.P. LTDA      001588770000836DIVEO DO BRASIL TELECOMUNICACOES        AVENIDA CECI  1850                      BARUERI                                 06460120SP36951000010005800882387       01082012007PAULISTA            0309201200000000013779344CC                                                                                                                                                                                                                                                                                                                                                                                                         000003
1015141021638COBR_CAUC_COR  SERRA MORENA CORRETORA LTDA             077118131000798COTRIGUACU COOPERATIVA CENTRAL          AV PRESIDENTE KENNEDY, 3500             OSASCO                                  85950000SP369520000100956151982         20062012900BRADESCO S/A        2008201200000000088998000TD                                                                                                                                                                                                                                                                                                                                                                                                         000004
1038421018922COBR_CAUC_COR  AMEPLAN ASSIST MEDICA PLANEJADA         011031202000117MOBIBRASIL TRANSPORTE URBANO LTDA       R. GENARO DE CARVALHO,145               SAO PAULO                               04377220SP36953000010982005944633       01082012900BRADESCO S/A        2508201200000000012905846CC                                                                                                                                                                                                                                                                                                                                                                                                         000005
1017421013146COBR_CAUC_BIC  USINA TAQUARA LTDA                      011699378000737COMPANHIA ALCOOLQUIMICA NACIONAL        ENGENHO CACHOEIRINHA                    VITORIA DE STO                          55600000PE36954000010257684912429/1     09062012017MACEIO              0510201200000000025000000CC                                                                                                                                                                                                                                                                                                                                                                                                         000006
1017421013146COBR_CAUC_BIC  USINA TAQUARA LTDA                      011699378000737COMPANHIA ALCOOLQUIMICA NACIONAL        ENGENHO CACHOEIRINHA                    VITORIA DE STO                          55600000PE36954000020257685712429/2     09062012017MACEIO              0511201200000000025000000CC                                                                                                                                                                                                                                                                                                                                                                                                         000007
1014421008439COBR_CAUC_BIC  TV OMEGA LTDA                           008455356000202Nutop Alimento Funcionais Ltda          RUA CLÉLIA - 10º ANDAR - CJ. 101 1251   SãoPaulo                                05042000SP36955000010453631500005001    01082012007PAULISTA            1509201200000000010120000CC                                                                                                                                                                                                                                                                                                                                                                                                         000008
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000037457080082SILVIO ARANTES DE OLIVEIRA              AV MINAS GERAIS,1380                    GOIATUBA                                75600000GO36956000010278403925246/1     31072012800UNIBANCO S/A        2401201300000000015782000CC                                                                                                                                                                                                                                                                                                                                                                                                         000009
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000037457080082SILVIO ARANTES DE OLIVEIRA              AV MINAS GERAIS,1380                    GOIATUBA                                75600000GO36956000020278404725246/2     31072012800UNIBANCO S/A        2701201300000000015565000CC                                                                                                                                                                                                                                                                                                                                                                                                         000010
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000048494836153JOSE ADONIZETE DA COSTA                 AV SANTA CATARINA ,180                  GOIATUBA                                75600000GO36957000010278401225249/2     31072012800UNIBANCO S/A        2101201300000000018866999CC                                                                                                                                                                                                                                                                                                                                                                                                         000011
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000048494836153JOSE ADONIZETE DA COSTA                 AV SANTA CATARINA ,180                  GOIATUBA                                75600000GO36957000020278402125249/1     31072012800UNIBANCO S/A        1801201300000000018594000CC                                                                                                                                                                                                                                                                                                                                                                                                         000012
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000064140130130VINICIUS VIEIRA LOPES                   RUA TAPAJOS ,712                        GOIATUBA                                75600000GO36958000010278399725248/1     31072012800UNIBANCO S/A        1001201300000000014846000CC                                                                                                                                                                                                                                                                                                                                                                                                         000013
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000064140130130VINICIUS VIEIRA LOPES                   RUA TAPAJOS ,712                        GOIATUBA                                75600000GO36958000020278400425248/2     31072012800UNIBANCO S/A        1501201300000000014763001CC                                                                                                                                                                                                                                                                                                                                                                                                         000014
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000087074516104ANA PAULA REZENDE VILARINHO PRUDEN      RUA RIO NEGRO,1397                      GOIATUBA                                75600000GO36959000010278397125242/1     31072012800UNIBANCO S/A        0301201300000000015128000CC                                                                                                                                                                                                                                                                                                                                                                                                         000015
1028421001518COBR_CAUC_COR  GAIA AGRIBUSINESS AGRICOLA LTDA         000087074516104ANA PAULA REZENDE VILARINHO PRUDEN      RUA RIO NEGRO,1397                      GOIATUBA                                75600000GO36959000020278398925242/2     31072012800UNIBANCO S/A        0701201300000000015060003CC                                                                                                                                                                                                                                                                                                                                                                                                         000016
1007421053076COBR_CAUC_BIC  WORLD TRACTOR COML IMP LTDA             033042730001348CIA SIDERURGICA NACIONAL                RUA ENG FRANCISCO PITTA BRITTO,138      SAO PAULO                               04753900SP3696000001013683112772        31072012007PAULISTA            1009201200000000032895878CC                                                                                                                                                                                                                                                                                                                                                                                                         000017
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000010977410314813/3     31072012007PAULISTA            2510201200000000000854877CC                                                                                                                                                                                                                                                                                                                                                                                                         000018
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000020977411114813/1     31072012007PAULISTA            0410201200000000000854500CC                                                                                                                                                                                                                                                                                                                                                                                                         000019
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000030977448114782/5     30072012007PAULISTA            2310201200000000001158000CC                                                                                                                                                                                                                                                                                                                                                                                                         000020
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000040977459614782/4     30072012007PAULISTA            0210201200000000001158000CC                                                                                                                                                                                                                                                                                                                                                                                                         000021
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000050977460014782/3     30072012007PAULISTA            1109201200000000001158000CC                                                                                                                                                                                                                                                                                                                                                                                                         000022
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000060977461814782/2     30072012007PAULISTA            2208201200000000001158000CC                                                                                                                                                                                                                                                                                                                                                                                                         000023
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000070977468514781/2     30072012007PAULISTA            2308201200000000001214800CC                                                                                                                                                                                                                                                                                                                                                                                                         000024
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000080977469314781/3     30072012007PAULISTA            1209201200000000001214800CC                                                                                                                                                                                                                                                                                                                                                                                                         000025
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000090977470714781/4     30072012007PAULISTA            0410201200000000001214800CC                                                                                                                                                                                                                                                                                                                                                                                                         000026
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000100977471514781/5     30072012007PAULISTA            2410201200000000001214800CC                                                                                                                                                                                                                                                                                                                                                                                                         000027
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000110977472314781/6     30072012007PAULISTA            1311201200000000001217956CC                                                                                                                                                                                                                                                                                                                                                                                                         000028
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000120977473114782/1     30072012007PAULISTA            1508201200000000001158000CC                                                                                                                                                                                                                                                                                                                                                                                                         000029
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      015209549000168C & F - CALDERARIA E MONT. INDUSTR      LRG. SETE DE SETEMBRO,52-CONJ. 901      SAO PAULO                               01501050SP36976000130977525814781/1     30072012007PAULISTA            1608201200000000001214800CC                                                                                                                                                                                                                                                                                                                                                                                                         000030
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      014820717000194FACE - IMPLEMENTOS RODOVIARIOS LTD      RUA AFONSO LEGAZ GARCIA,188             SUMARE                                  13180580SP36977000010977415414772/3     30072012021CAMPINAS            2809201200000000001322800CC                                                                                                                                                                                                                                                                                                                                                                                                         000031
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      014820717000194FACE - IMPLEMENTOS RODOVIARIOS LTD      RUA AFONSO LEGAZ GARCIA,188             SUMARE                                  13180580SP36977000020977474014772/4     30072012021CAMPINAS            1810201200000000001322800CC                                                                                                                                                                                                                                                                                                                                                                                                         000032
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      014820717000194FACE - IMPLEMENTOS RODOVIARIOS LTD      RUA AFONSO LEGAZ GARCIA,188             SUMARE                                  13180580SP36977000030977492814722/1     30072012021CAMPINAS            2908201200000000001322800CC                                                                                                                                                                                                                                                                                                                                                                                                         000033
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      014820717000194FACE - IMPLEMENTOS RODOVIARIOS LTD      RUA AFONSO LEGAZ GARCIA,188             SUMARE                                  13180580SP36977000040977493614772/2     30072012021CAMPINAS            0709201200000000001322800CC                                                                                                                                                                                                                                                                                                                                                                                                         000034
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      014820717000194FACE - IMPLEMENTOS RODOVIARIOS LTD      RUA AFONSO LEGAZ GARCIA,188             SUMARE                                  13180580SP36977000050977494414772/5     30072012021CAMPINAS            0811201200000000001322800CC                                                                                                                                                                                                                                                                                                                                                                                                         000035
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      014820717000194FACE - IMPLEMENTOS RODOVIARIOS LTD      RUA AFONSO LEGAZ GARCIA,188             SUMARE                                  13180580SP36977000060977495214722/6     30072012021CAMPINAS            2711201200000000001326326CC                                                                                                                                                                                                                                                                                                                                                                                                         000036
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      014820717000194FACE - IMPLEMENTOS RODOVIARIOS LTD      RUA AFONSO LEGAZ GARCIA,188             SUMARE                                  13180580SP36977000070977496114783/1     30072012021CAMPINAS            2808201200000000001296400CC                                                                                                                                                                                                                                                                                                                                                                                                         000037
1038421020480COBR_CAUC_BIC  LIONFER INDUSTRIA METALURGICA LTDA      014820717000194FACE - IMPLEMENTOS RODOVIARIOS LTD      RUA AFONSO LEGAZ GARCIA,188             SUMARE                                  13180580SP36977000080977497914783/2     30072012021CAMPINAS            0609201200000000001296400CC                                                                                                                                                                                                                                                                                                                                                                                                         000038
