0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             03102013                                                                                                                                                                                                                                                                                                                                                                                      000001
1015421019927COBR_CAUC_BIC  BELSUL IND. E COM DE MAT. PRIMAS LT     045067428000190MADEX IND DE PLASTICOS LTDA             AV ROBERTO GORDON,42                    DIADEMA                                 09990090SP4449500001011284216663/01     30092013007PAULISTA            0411201300000000019704000CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1046421001443COBR_CAUC_COR  COSTAO DO SANTINHO TUR E LAZER LTDA     049475833000106BIOLAB SANUS FARMACEUTICA LTDA          AV PAULO AYRES,280                      TABOAO DA SERRA                         06767220SP444930000100011677183664      01102013900BRADESCO S/A        2010201300000000012368780CC                                                                                                                                                                                                                                                                                                                                                                                                         000003
1036421015412COBR_CAUC_BIC  IPERFOR INDUSTRIAL LTDA                 054625819002893EATON LTDA - DIV TRANSMISSOES           RUA CLARK,2061                          VALINHOS                                13279400SP44492000010597496086921       02102013021CAMPINAS            1411201300000000010139893CC                                                                                                                                                                                                                                                                                                                                                                                                         000004
1046421000145COBR_CAUC_COR  KOMLOG IMPORTACAO LTDA                  083646984006906A. ANGELONI & CIA. LTDA                 ROD BR 101 KM 156, SN                   PORTO BELO                              88210000SC444940000102123464009664-     20092013900BRADESCO S/A        1810201300000000018293897CC                                                                                                                                                                                                                                                                                                                                                                                                         000005
1016421023191DIR_CREDIT     METALGRAFICA TRIVISAN S/A               014764860000106CCP COMPOSITES E RESINAS DO BRASIL LTDA RUA AUREA TAVARES 480/580               TABOAO DA SERRA                         06765902SP4451500001                                                                                                                                          011583704           170520120000021543SEM CONTRATO01062012000403Fornecimento de latas para armazenamento de tinta.                                                                                                                                                                                              076497981000196              000006
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             008918337000194NEIDE G.LUNA ME                         PCA CLEMENTINO PROCOPIO 02 TERREO       CAMPINA GRANDE                          58400292PB4459200001031633626404-5A     26032013800UNIBANCO S/A        1510201300000000000133176CC                                                                                                                                                                                                                                                                                                                                                                                                         000007
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             007620892000172TEIXEIRA LIMA COMERCIO E ARMARINHO      AV GETULIO VARGAS N.210                 PAULO AFONSO                            48601000BA4459100001031633385796-3B     26022013800UNIBANCO S/A        1710201300000000000128414CC                                                                                                                                                                                                                                                                                                                                                                                                         000008
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             063794671000191J G CONFECCOES LTDA                     AV.CASTELO BRANCO N.18918               CACOAL                                  76963898RO4459000001033366666889-1      16042013900BRADESCO S/A        1811201300000000000125387CC                                                                                                                                                                                                                                                                                                                                                                                                         000009
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             012085940000100MARIA DE FATIMA DE OLIVEIRA NEVES       R MANOEL JOSE SALOMAO S/N               BARRA DO CORDA                          65950000MA4458900001032414367160-5A     30042013900BRADESCO S/A        2211201300000000000124019CC                                                                                                                                                                                                                                                                                                                                                                                                         000010
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             003387245000101H.S.S.AGUIAR ME                         TRAV.DOS MARTIRES N.95                  SANTAREM                                68005540PA4458800001032982767862-5A     03062013050BELEM               2212201300000000000120399CC                                                                                                                                                                                                                                                                                                                                                                                                         000011
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             012783990000160TORRES CONFECCOES LTDA  ME              RUA FELINTRO SANTOS N.96                GRAJAU                                  65940000MA4458700001032414617267-5A     02052013900BRADESCO S/A        1411201300000000000115787CC                                                                                                                                                                                                                                                                                                                                                                                                         000012
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             011020503000145IRANILDO PEREIRA ALMEIDA                R ROMEU MARTINS N.909                   CANINDE                                 62700000CE4458600001032982687737-6A     28052013900BRADESCO S/A        1601201400000000000114776CC                                                                                                                                                                                                                                                                                                                                                                                                         000013
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             083583690000186R DE A PARENTE - ME                     RUA FLORIANO PEIXOTO 479                SANTAREM                                68005060PA4458500001031276506177-5A     15032013050BELEM               0710201300000000000114603CC                                                                                                                                                                                                                                                                                                                                                                                                         000014
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             006040146000147CLODOALDO RODRIGUES DOS SANTOS ME       AV.JAMANXIM QD28 LT10                   NOVO PROGRESSO                          68193000PA4458400001031707767013-4B     23042013900BRADESCO S/A        0511201300000000000112607CC                                                                                                                                                                                                                                                                                                                                                                                                         000015
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             007781474000167R.S.SELLA & CIA.LTDA.                   AV JEQUEITIBAS N.1084                   GUARANTA DO NOR                         78520000MT4458300001031515346651-4B     03042013800UNIBANCO S/A        2310201300000000000111100CC                                                                                                                                                                                                                                                                                                                                                                                                         000016
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             008776548000130MARIA DA PAZ PEREIRA DE LUCENA CON      R DOUTOR MANOEL BORBA N.85              RIACHO DAS ALMA                         55120000PE4458200001031276256160-5A     14032013900BRADESCO S/A        0710201300000000000105547CC                                                                                                                                                                                                                                                                                                                                                                                                         000017
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             006376186000164SEBASTIANA GOMES DE SOUZA               PC. CIRILO SABAHT N.02                  IACIARA                                 73920000GO4458100001031705986941-5A     19042013900BRADESCO S/A        0711201300000000000104759CC                                                                                                                                                                                                                                                                                                                                                                                                         000018
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             012679922000156F.V. SOBRINHO MODAS                     RUA DOS CORRUPIOES N.31                 SANTA QUITERIA                          65540000MA4458000001032636517616-5A     23052013900BRADESCO S/A        1712201300000000000102040CC                                                                                                                                                                                                                                                                                                                                                                                                         000019
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             013314963000101MARIA MARLETE CORREIA PIMENTEL ME       AV.ANTONIO PENEDO N55                   TUCANO                                  48790000BA4457900001031513816133-5A     13032013900BRADESCO S/A        1710201300000000000101593CC                                                                                                                                                                                                                                                                                                                                                                                                         000020
1018421032351COBR_CAUC_COR  NAVE INDUSTRIAL EIRELI - ME             001118682000102ELIANE DE SOUSA SILVA                   AV.DEYSE SOUSA 200 LOJA PERY PERY       MARACACUME                              65289000MA4457800001031275366108-5A     12032013900BRADESCO S/A        0710201300000000000101237CC                                                                                                                                                                                                                                                                                                                                                                                                         000021
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             007646041000107DAFINY CALCADOS E CONFECCOES LTDA       AV.MANGALO N2930 QD11LT64               GOIANIA                                 74474322GO4457700001033528589948-2B     05082013018GOIANIA             0810201300000000000101029CC                                                                                                                                                                                                                                                                                                                                                                                                         000022
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             007261999000171NACIONAL COM.CONF. LTDA                 RUA SC14 Q07 L07                        GOIANIA                                 74474017GO44576000010338541101034-1     26082013018GOIANIA             3010201300000000000663452CC                                                                                                                                                                                                                                                                                                                                                                                                         000023
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             007261999000171NACIONAL COM.CONF. LTDA                 RUA SC14 Q07 L07                        GOIANIA                                 74474017GO44576000020338542001034-2     26082013018GOIANIA             1011201300000000000663452CC                                                                                                                                                                                                                                                                                                                                                                                                         000024
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             007261999000171NACIONAL COM.CONF. LTDA                 RUA SC14 Q07 L07                        GOIANIA                                 74474017GO44576000030338543801034-3     26082013018GOIANIA             1911201300000000000663452CC                                                                                                                                                                                                                                                                                                                                                                                                         000025
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             007261999000171NACIONAL COM.CONF. LTDA                 RUA SC14 Q07 L07                        GOIANIA                                 74474017GO44576000040338544601034-4     26082013018GOIANIA             2811201300000000000663452CC                                                                                                                                                                                                                                                                                                                                                                                                         000026
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             007261999000171NACIONAL COM.CONF. LTDA                 RUA SC14 Q07 L07                        GOIANIA                                 74474017GO44576000050338545401034-5     26082013018GOIANIA             0612201300000000000663452CC                                                                                                                                                                                                                                                                                                                                                                                                         000027
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             007261999000171NACIONAL COM.CONF. LTDA                 RUA SC14 Q07 L07                        GOIANIA                                 74474017GO44576000060335291209606-2     07082013018GOIANIA             0610201300000000000503222CC                                                                                                                                                                                                                                                                                                                                                                                                         000028
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             007261999000171NACIONAL COM.CONF. LTDA                 RUA SC14 Q07 L07                        GOIANIA                                 74474017GO44576000070335292109606-3     07082013018GOIANIA             0511201300000000000503222CC                                                                                                                                                                                                                                                                                                                                                                                                         000029
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             010272259000145GARMENT COM. CONFECCOES LTDA            RUA JOAO MORELI Q10 LT.30               GOIANIA                                 74394210GO44575000010338535701032-1     26082013018GOIANIA             2710201300000000000575036CC                                                                                                                                                                                                                                                                                                                                                                                                         000030
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             010272259000145GARMENT COM. CONFECCOES LTDA            RUA JOAO MORELI Q10 LT.30               GOIANIA                                 74394210GO44575000020338536501032-2     26082013018GOIANIA             0311201300000000000575036CC                                                                                                                                                                                                                                                                                                                                                                                                         000031
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             010272259000145GARMENT COM. CONFECCOES LTDA            RUA JOAO MORELI Q10 LT.30               GOIANIA                                 74394210GO44575000030338537301032-3     26082013018GOIANIA             1011201300000000000575036CC                                                                                                                                                                                                                                                                                                                                                                                                         000032
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             010272259000145GARMENT COM. CONFECCOES LTDA            RUA JOAO MORELI Q10 LT.30               GOIANIA                                 74394210GO44575000040338538101032-4     26082013018GOIANIA             1811201300000000000575036CC                                                                                                                                                                                                                                                                                                                                                                                                         000033
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             010272259000145GARMENT COM. CONFECCOES LTDA            RUA JOAO MORELI Q10 LT.30               GOIANIA                                 74394210GO44575000050338539001032-5     26082013018GOIANIA             2411201300000000000575036CC                                                                                                                                                                                                                                                                                                                                                                                                         000034
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             010272259000145GARMENT COM. CONFECCOES LTDA            RUA JOAO MORELI Q10 LT.30               GOIANIA                                 74394210GO44575000060338540301032-6     26082013018GOIANIA             3011201300000000000575036CC                                                                                                                                                                                                                                                                                                                                                                                                         000035
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005517900000124J.B.DE CARVALHO FILHO ME                RUA LAGO 04 Q09 L21                     GOIANIA                                 74461120GO44574000010338852601052-1     27082013018GOIANIA             2810201300000000000281353CC                                                                                                                                                                                                                                                                                                                                                                                                         000036
