0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             26072012                                                                                                                                                                                                                                                                                                                                                                                      000001
1028421001348DIR_CREDIT     ELETROSOM S/A                           062421979000129BANCO GE CAPITAL SA - ATUAL BANCO CIFRA AVENIDA DO CAFé, 277 - 3 ANDAR TORRE A  SAO PAULO                               04311000SP3672900001                                                                                                                                          011330456           080620040000010310            21022011000453Financiamento de compra dos produtos vendidos pela Rede Eletrosom.                                                                                                                                                                              022164990000136              000002
1013421019571DIR_CREDIT     JPNOR ENGENHARIA LTDA                   042150391000170BRASKEM S/A                             RUA ETENO,1561-POLO PETROQUIMICO        CAMAçARI                                42800000BA3673400001                                                                                                                                          481025628           10022010000001798510108/2009  24072012000404Elaboração de projetos conceituais, de engenharia básica, de detalhamento de projeto, de automação, estudos técnicos e estudos de viabilidade.                                                                                                  001531864000100              000003
1038421019619COBR_CAUC_BIC  TOME EQUIPAMENTOS E TRANSPORTES S.A     006361990000170IMPERPORTOS TERMINAIS E LOGISTICA       AV. BRASIL 3200                         RIO DE JANEIRO                          20930040RJ3674300001097529242307        23072012014RIO DE JANEIRO      0608201200000000050353214CC                                                                                                                                                                                                                                                                                                                                                                                                         000004
1020421001652COBR_CAUC_BIC  SANTHER FAB PAP STA THEREZINHA S/A      023439441000190ARMAZEM MATEUS LTDA                     AV DANIEL DE LA TOUCHE, 73              SAO LUIS                                65073780MA367440000106220171003189801   24072012042SAO LUIS            0409201200000000012795199CC                                                                                                                                                                                                                                                                                                                                                                                                         000005
1048421000338COBR_CAUC_COR  FRIGOESTRELA S.A. EM RECUP JUDICIAL     008386287000141BERMAS MARACANAU IND E COM DE COUR      AV CONTORNOS/NDISTRITO INDUSTRIAL       MARACANAU                               61939160CE3674500001024439790001247401  24072012900BRADESCO S/A        2308201200000000033052127CC                                                                                                                                                                                                                                                                                                                                                                                                         000006
1050421000089COBR_CAUC_BIC  ATIVO ALIMENTOS LTDA                    028664456000337SUPERMERCADO CRISTAL LTDA               RUA ANTONIO JOSE BITTENCOURT 429        RIO DE JANEIRO                          26535000RJ367460000100365041145233/1    24072012014RIO DE JANEIRO      0608201200000000021250630CC                                                                                                                                                                                                                                                                                                                                                                                                         000007
1032421002350DIR_CREDIT     TECNOFIBRAS HVR AUTOMOTIVA S/A          089674782000158JOHN DEERE BRASIL LTDA                  AV. ENG. JORGE D. LOGEMANN, SN          HORIZONTINA                             98920000RS3674800001                                                                                                                                          011560971           0101200800000137544500014820  23072012000403Elaboração e confecção pela contratada de Ferramental a ser especialmente empregado na Fabricação de Componentes e/ou Peças de Uso Industrial da      Contratante.                                                                              079004727000105              000008
1038421019058COBR_CAUC_BIC  CAMP ALIMENTOS COM E DISTR LTDA         007170943001264BARCELONA COM VAR E ATAC SA LJ 05       AV DAS NACOES UNIDAS, 21883             SAO PAULO                               04795100SP367630000109677671001013815   20062012007PAULISTA            2008201200000000000280464CC                                                                                                                                                                                                                                                                                                                                                                                                         000009
1038421019058COBR_CAUC_BIC  CAMP ALIMENTOS COM E DISTR LTDA         007170943001264BARCELONA COM VAR E ATAC SA LJ 05       AV DAS NACOES UNIDAS, 21883             SAO PAULO                               04795100SP367630000209625817001011588   16052012007PAULISTA            2707201200000000001267488CC                                                                                                                                                                                                                                                                                                                                                                                                         000010
1038421019058COBR_CAUC_BIC  CAMP ALIMENTOS COM E DISTR LTDA         007170943001264BARCELONA COM VAR E ATAC SA LJ 05       AV DAS NACOES UNIDAS, 21883             SAO PAULO                               04795100SP367630000309629120001011693   18052012007PAULISTA            3007201200000000001321320CC                                                                                                                                                                                                                                                                                                                                                                                                         000011
1038421019058COBR_CAUC_BIC  CAMP ALIMENTOS COM E DISTR LTDA         007170943001264BARCELONA COM VAR E ATAC SA LJ 05       AV DAS NACOES UNIDAS, 21883             SAO PAULO                               04795100SP367630000409629138001011694   18052012007PAULISTA            0708201200000000004224588CC                                                                                                                                                                                                                                                                                                                                                                                                         000012
1038421019058COBR_CAUC_BIC  CAMP ALIMENTOS COM E DISTR LTDA         007170943001264BARCELONA COM VAR E ATAC SA LJ 05       AV DAS NACOES UNIDAS, 21883             SAO PAULO                               04795100SP367630000509631116001011709   18052012007PAULISTA            3007201200000000005000400CC                                                                                                                                                                                                                                                                                                                                                                                                         000013
1038421019058COBR_CAUC_BIC  CAMP ALIMENTOS COM E DISTR LTDA         007170943001264BARCELONA COM VAR E ATAC SA LJ 05       AV DAS NACOES UNIDAS, 21883             SAO PAULO                               04795100SP367630000609644421001012502   29052012007PAULISTA            1008201200000000002397952CC                                                                                                                                                                                                                                                                                                                                                                                                         000014
1038421019058COBR_CAUC_BIC  CAMP ALIMENTOS COM E DISTR LTDA         007170943001264BARCELONA COM VAR E ATAC SA LJ 05       AV DAS NACOES UNIDAS, 21883             SAO PAULO                               04795100SP367630000709654311001012826   05062012007PAULISTA            2008201200000000003904720CC                                                                                                                                                                                                                                                                                                                                                                                                         000015
