0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             07122012                                                                                                                                                                                                                                                                                                                                                                                      000001
1048421000338COBR_CAUC_COR  FRIGOESTRELA S.A. EM RECUP JUDICIAL     050947761001871IRMAOS RUSSI LTDA                       RUA LUIS ALLI FARDYN590SALA 03          CAJAMAR                                 07750000SP3920200001033014420024161601  05122012900BRADESCO S/A        1001201300000000016741990CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1024421008781COBR_CAUC_COR  GRUPAL AGROINDUSTRIAL S.A               003470626000745COOPERATIVA A 1                         R VISCONDE DO RIO BRANCO N 768          OSASCO                                  89893000SP3920100001020008433319/02     05122012900BRADESCO S/A        1601201300000000014050000CC                                                                                                                                                                                                                                                                                                                                                                                                         000003
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050000106273282021780.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000004
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050000206273291021781.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000005
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050000306273304021782.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000006
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050000406273312021783.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000007
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050000506273321021784.1/1  06122012022RIBEIRAO PRETO      2103201300000000028322000CC                                                                                                                                                                                                                                                                                                                                                                                                         000008
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050000606273339021785.1/1  06122012022RIBEIRAO PRETO      2103201300000000028322000CC                                                                                                                                                                                                                                                                                                                                                                                                         000009
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050000706273347021786.1/1  06122012022RIBEIRAO PRETO      2103201300000000019516000CC                                                                                                                                                                                                                                                                                                                                                                                                         000010
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050000806273355021787.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000011
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050000906273363021790.1/1  06122012022RIBEIRAO PRETO      2103201300000000028322000CC                                                                                                                                                                                                                                                                                                                                                                                                         000012
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050001006273371021791.1/1  06122012022RIBEIRAO PRETO      2103201300000000028322000CC                                                                                                                                                                                                                                                                                                                                                                                                         000013
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050001106273380021792.1/1  06122012022RIBEIRAO PRETO      2103201300000000021896000CC                                                                                                                                                                                                                                                                                                                                                                                                         000014
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050001206273398021798.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000015
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050001306273401021799.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000016
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050001406273410021800.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000017
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050001506273428021801.1/1  06122012022RIBEIRAO PRETO      2103201300000000028322000CC                                                                                                                                                                                                                                                                                                                                                                                                         000018
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050001606273436021802.1/1  06122012022RIBEIRAO PRETO      2103201300000000028322000CC                                                                                                                                                                                                                                                                                                                                                                                                         000019
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050001706273444021803.1/1  06122012022RIBEIRAO PRETO      2103201300000000011186000CC                                                                                                                                                                                                                                                                                                                                                                                                         000020
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050001806273452021804.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000021
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050001906273461021805.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000022
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050002006273479021788.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000023
1020421001717COBR_CAUC_BIC  H-BUSTER DA AMAZONIA IND COM LTDA       047960950003902MAGAZINE LUIZA S/A - CD050              RUA DO COMERCIO,1924                    FRANCA                                  14400660SP392050002106273487021789.1/1  06122012022RIBEIRAO PRETO      2103201300000000023800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000024
1019421010259COBR_CAUC_BIC  L & S INTERBANK FOMENTO LTDA            038625489000160TECNOMETAL ENG CONS MECANICAS LTDA      AVENIDA DAS NACOES, 3801                VESPASIANO                              33200000MG3920400001066302079899-1      06122012019BELO HORIZONTE      0503201300000000018400030CC                                                                                                                                                                                                                                                                                                                                                                                                         000025
