0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             01082014                                                                                                                                                                                                                                                                                                                                                                                      000001
1031421012447COBR_CAUC_COR  AGRICOLA JANDELLE S/A                   011224864000103REAL FOODS COMERCIO ATAC DE GEN AL      AVENIDA DAS AMERICAS 8445 SALA 515 E 516RIO DE JANEIRO                          22793081RJ4866400001060045960025078301  30072014900BRADESCO S/A        2908201400000000010951200CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1048421002195COBR_CAUC_COR  SERVIMED COMERCIAL LTDA                 006161357000138CONDE NETO & CIA LTDA                   R CARAVELAS 65                          SAO JOSE DOS CA                         12238170SP486650000102175036787514  22  30072014900BRADESCO S/A        1009201400000000015201989CC                                                                                                                                                                                                                                                                                                                                                                                                         000003
1009421013315COBR_CAUC_COR  BONASA ALIMENTOS S/A                    009587239000427COOPERATIVA MISTA DOS AVICULT. DO       ESTRADA TERESINA UNIAO ZONA LESTE KM 03 TERESINA                                64058305PI486660000100016602000142501   31072014900BRADESCO S/A        2108201400000000011475000CC                                                                                                                                                                                                                                                                                                                                                                                                         000004
1031421012064COBR_CAUC_BIC  I. F. EMPREEND IMOB LTDA                002489004000100GLOBOSUINOS AGROPECUARIA S/A            BR 467 KM 03                            CASCAVEL                                85802970PR48667000010542551218960-2     25072014016CURITIBA            1010201400000000050000000CC                                                                                                                                                                                                                                                                                                                                                                                                         000005
1031421012064COBR_CAUC_BIC  I. F. EMPREEND IMOB LTDA                002489004000100GLOBOSUINOS AGROPECUARIA S/A            BR 467 KM 03                            CASCAVEL                                85802970PR48667000020542552118960-1     25072014016CURITIBA            1009201400000000050000000CC                                                                                                                                                                                                                                                                                                                                                                                                         000006
1021421017050COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865073701RAIA DROGASIL S/A                       RUA PATAXOS , 1412                      EMBU                                    06833073SP4866800001000035960000371501  31072014007PAULISTA            2108201400000000013528988CC                                                                                                                                                                                                                                                                                                                                                                                                         000007
1021421017050COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865073701RAIA DROGASIL S/A                       RUA PATAXOS , 1412                      EMBU                                    06833073SP4866800002000036260000372001  31072014007PAULISTA            2909201400000000014515060CC                                                                                                                                                                                                                                                                                                                                                                                                         000008
1021421017050COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865073701RAIA DROGASIL S/A                       RUA PATAXOS , 1412                      EMBU                                    06833073SP4866800003000036770000372101  31072014007PAULISTA            2108201400000000023178971CC                                                                                                                                                                                                                                                                                                                                                                                                         000009
1021421017050COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865073701RAIA DROGASIL S/A                       RUA PATAXOS , 1412                      EMBU                                    06833073SP4866800004000036930000372601  31072014007PAULISTA            2108201400000000045649864CC                                                                                                                                                                                                                                                                                                                                                                                                         000010
1021421017050COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865073701RAIA DROGASIL S/A                       RUA PATAXOS , 1412                      EMBU                                    06833073SP4866800005000037230000372801  31072014007PAULISTA            2909201400000000016653170CC                                                                                                                                                                                                                                                                                                                                                                                                         000011
1021421017050COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865073701RAIA DROGASIL S/A                       RUA PATAXOS , 1412                      EMBU                                    06833073SP4866800006000037400000373001  31072014007PAULISTA            2909201400000000022542174CC                                                                                                                                                                                                                                                                                                                                                                                                         000012
1021421017050COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865073701RAIA DROGASIL S/A                       RUA PATAXOS , 1412                      EMBU                                    06833073SP4866800007000037660000371401  31072014007PAULISTA            2909201400000000011828300CC                                                                                                                                                                                                                                                                                                                                                                                                         000013
1021421017352COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4866900001000005620000370801  30072014007PAULISTA            1308201400000000028348825CC                                                                                                                                                                                                                                                                                                                                                                                                         000014
1021421017352COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4866900002000005890000371001  30072014007PAULISTA            1308201400000000056248153CC                                                                                                                                                                                                                                                                                                                                                                                                         000015
1021421017352COBR_CAUC_BIC  STAR DISTR PROD FARMACEUTICOS LTDA      061585865000151RAIA DROGASIL S/A                       AVENIDA CORIFEU DE AZEVEDO MARQUES, 3097SAO PAULO                               05339000SP4866900003000005540000370201  30072014022PAULISTA            1308201400000000011763650CC                                                                                                                                                                                                                                                                                                                                                                                                         000016
1032421002032COBR_CAUC_COR  CANGURU S/A IND COM PROD PLASTICOS      008950019000100IRANILDA JESUS RIBEIRO SILVA            AV. PRES. VARGAS,1740 QUIOSQUI 07 JD GOIRIO VERDE                               75903290GO486830000102938139139491-03-  09072014900BRADESCO S/A        2808201400000000000117596CC                                                                                                                                                                                                                                                                                                                                                                                                         000017
1032421002032COBR_CAUC_COR  CANGURU S/A IND COM PROD PLASTICOS      008950019000100IRANILDA JESUS RIBEIRO SILVA            AV. PRES. VARGAS,1740 QUIOSQUI 07 JD GOIRIO VERDE                               75903290GO486830000202938112139491-01-  09072014900BRADESCO S/A        0808201400000000000117599CC                                                                                                                                                                                                                                                                                                                                                                                                         000018
1032421002032COBR_CAUC_COR  CANGURU S/A IND COM PROD PLASTICOS      008950019000100IRANILDA JESUS RIBEIRO SILVA            AV. PRES. VARGAS,1740 QUIOSQUI 07 JD GOIRIO VERDE                               75903290GO486830000302938121139491-02-  09072014900BRADESCO S/A        1808201400000000000117596CC                                                                                                                                                                                                                                                                                                                                                                                                         000019
1032421002032COBR_CAUC_COR  CANGURU S/A IND COM PROD PLASTICOS      008950019000100IRANILDA JESUS RIBEIRO SILVA            AV. PRES. VARGAS,1740 QUIOSQUI 07 JD GOIRIO VERDE                               75903290GO486830000402938147139491-04-  09072014900BRADESCO S/A        0709201400000000000117596CC                                                                                                                                                                                                                                                                                                                                                                                                         000020
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      008755515000103PORTAL COMERCIO DE EMBALAGENS LTDA      R. NICARAGUA,1563  TIBERY               UBERLANDIA                              38405100MG486840000102880955137708-01-  17062014028UBERLANDIA          1108201400000000000174240CC                                                                                                                                                                                                                                                                                                                                                                                                         000021
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      008755515000103PORTAL COMERCIO DE EMBALAGENS LTDA      R. NICARAGUA,1563  TIBERY               UBERLANDIA                              38405100MG486840000202880971137708-03-  17062014028UBERLANDIA          3108201400000000000174240CC                                                                                                                                                                                                                                                                                                                                                                                                         000022
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      008755515000103PORTAL COMERCIO DE EMBALAGENS LTDA      R. NICARAGUA,1563  TIBERY               UBERLANDIA                              38405100MG486840000302880963137708-02-  17062014028UBERLANDIA          2108201400000000000174240CC                                                                                                                                                                                                                                                                                                                                                                                                         000023
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      001482382000108TINGUI FACTORY ALIMENTOS LTDA.          R. LUIZ ANDRETA,79 PLANTA BOROS WALFRIDOCOLOMBO                                 83413240PR486850000102894913138173-00-  25062014016CURITIBA            0109201400000000000563836CC                                                                                                                                                                                                                                                                                                                                                                                                         000024
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      002105972000176RIBEIRAO FACTORY COZINHA INDUSTRIA      R. OTAVIO MACHADO FILHO,535  PRQ I LAGOIRIBEIRAO PRETO                          14095290SP486860000102894921138166-00-  25062014022RIBEIRAO PRETO      0109201400000000001104761CC                                                                                                                                                                                                                                                                                                                                                                                                         000025
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      008450457000100EPOCA COM.DISTRIBUICAO PROD.ALIM.I      VIA VER. JOAQUIM COSTA,1405 GP 2 C VERDECONTAGEM                                32150240MG486870000102866359137107-00-  05062014019BELO HORIZONTE      0408201400000000001438250CC                                                                                                                                                                                                                                                                                                                                                                                                         000026
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      003476811013725DIA BRASIL SOCIEDADE LIMITADA.          ROD. PRES. DUTRA,SN KM 228 PRQ CECAP Z MGUARULHOS                               07034000SP486880000102899257046112-00-  26062014007PAULISTA            3008201400000000000412552CC                                                                                                                                                                                                                                                                                                                                                                                                         000027
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      003476811013725DIA BRASIL SOCIEDADE LIMITADA.          ROD. PRES. DUTRA,SN KM 228 PRQ CECAP Z MGUARULHOS                               07034000SP486880000202899273046110-00-  26062014007PAULISTA            3008201400000000000329755CC                                                                                                                                                                                                                                                                                                                                                                                                         000028
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      003476811013725DIA BRASIL SOCIEDADE LIMITADA.          ROD. PRES. DUTRA,SN KM 228 PRQ CECAP Z MGUARULHOS                               07034000SP486880000302865590046000-00-  04062014021PAULISTA            1008201400000000000412552CC                                                                                                                                                                                                                                                                                                                                                                                                         000029
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      003476811013725DIA BRASIL SOCIEDADE LIMITADA.          ROD. PRES. DUTRA,SN KM 228 PRQ CECAP Z MGUARULHOS                               07034000SP486880000402899265046114-00-  26062014021PAULISTA            3008201400000000000412552CC                                                                                                                                                                                                                                                                                                                                                                                                         000030
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      002782071000623MEGAFORT DIST.IMPOTACAO E EXPORTAC      AV. WILSON TAVARES RIBEIRO,1651  CHS R.SCONTAGEM                                32183680MG486890000102885132137749-00-  18062014019BELO HORIZONTE      2208201400000000003862100CC                                                                                                                                                                                                                                                                                                                                                                                                         000031
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      002782071000623MEGAFORT DIST.IMPOTACAO E EXPORTAC      AV. WILSON TAVARES RIBEIRO,1651  CHS R.SCONTAGEM                                32183680MG486890000202885060137750-05-  18062014019BELO HORIZONTE      0608201400000000000170512CC                                                                                                                                                                                                                                                                                                                                                                                                         000032
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      002782071000623MEGAFORT DIST.IMPOTACAO E EXPORTAC      AV. WILSON TAVARES RIBEIRO,1651  CHS R.SCONTAGEM                                32183680MG486890000302885035137753-05-  18062014019BELO HORIZONTE      0608201400000000000187563CC                                                                                                                                                                                                                                                                                                                                                                                                         000033
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      002782071000623MEGAFORT DIST.IMPOTACAO E EXPORTAC      AV. WILSON TAVARES RIBEIRO,1651  CHS R.SCONTAGEM                                32183680MG486890000402885141137748-00-  18062014019BELO HORIZONTE      2208201400000000000767250CC                                                                                                                                                                                                                                                                                                                                                                                                         000034
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      002782071000623MEGAFORT DIST.IMPOTACAO E EXPORTAC      AV. WILSON TAVARES RIBEIRO,1651  CHS R.SCONTAGEM                                32183680MG486890000502885124137750-00-  18062014019BELO HORIZONTE      2208201400000000000943800CC                                                                                                                                                                                                                                                                                                                                                                                                         000035
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      002782071000623MEGAFORT DIST.IMPOTACAO E EXPORTAC      AV. WILSON TAVARES RIBEIRO,1651  CHS R.SCONTAGEM                                32183680MG486890000602885078137749-05-  18062014019BELO HORIZONTE      0608201400000000000697747CC                                                                                                                                                                                                                                                                                                                                                                                                         000036
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      002782071000623MEGAFORT DIST.IMPOTACAO E EXPORTAC      AV. WILSON TAVARES RIBEIRO,1651  CHS R.SCONTAGEM                                32183680MG486890000702885086137748-05-  18062014019BELO HORIZONTE      0608201400000000000138615CC                                                                                                                                                                                                                                                                                                                                                                                                         000037
1032421002032COBR_CAUC_BIC  CANGURU S/A IND COM PROD PLASTICOS      002782071000623MEGAFORT DIST.IMPOTACAO E EXPORTAC      AV. WILSON TAVARES RIBEIRO,1651  CHS R.SCONTAGEM                                32183680MG486890000802885094137746-05-  18062014019BELO HORIZONTE      0608201400000000000224606CC                                                                                                                                                                                                                                                                                                                                                                                                         000038
