0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             18102011                                                                                                                                                                                                                                                                                                                                                                                      000001
1018421016232COBR_CAUC_COR  LBR - LACTEOS BRASIL S/A                006979856000137MANDABRASA ALIMENTOS LTDA               AV MENINO MARCELO 346                   MACEIO                                  57081385AL3140000001010898400003035001  15102011900BRADESCO S/A        1211201100000000013800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100001036583943319-1/01   29072011900BRADESCO S/A        1212201100000000105854540TD                                                                                                                                                                                                                                                                                                                                                                                                         000003
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100002036584083526-1/01   26082011900BRADESCO S/A        1312201100000000020456837TD                                                                                                                                                                                                                                                                                                                                                                                                         000004
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100003036584163528-1/01   26082011900BRADESCO S/A        1312201100000000013848562TD                                                                                                                                                                                                                                                                                                                                                                                                         000005
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100004036584323567-1/01   30082011900BRADESCO S/A        1412201100000000013848562TD                                                                                                                                                                                                                                                                                                                                                                                                         000006
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100005036584413563-1/01   30082011900BRADESCO S/A        1412201100000000020456837TD                                                                                                                                                                                                                                                                                                                                                                                                         000007
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100006036584593564-1/01   30082011900BRADESCO S/A        1412201100000000013906039TD                                                                                                                                                                                                                                                                                                                                                                                                         000008
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100007036584673572-1/01   30082011900BRADESCO S/A        1512201100000000020456837TD                                                                                                                                                                                                                                                                                                                                                                                                         000009
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100008036584753673-1/01   30082011900BRADESCO S/A        1512201100000000013906039TD                                                                                                                                                                                                                                                                                                                                                                                                         000010
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100009036584913576-1/01   31082011900BRADESCO S/A        1612201100000000020456837TD                                                                                                                                                                                                                                                                                                                                                                                                         000011
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100010036585133574-1/01   30082011900BRADESCO S/A        1612201100000000013848562TD                                                                                                                                                                                                                                                                                                                                                                                                         000012
