0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             24072013                                                                                                                                                                                                                                                                                                                                                                                      000001
1022421011077DIR_CREDIT     AIRES VIGO - ADVOGADOS                  000512777000135PASSAREDO TRANSPORTES AEREOS LTDA       AV TOMAZ ALBERTO WHATELY,S/N LOTE 14    RIBEIRãO PRETO                          14078550SP4318600001                                                                                                                                          012294404           101020120000024533            19072013000403preparação, ingresso e acompanhamento de pedido de recuperação judicialem seu favor,bem como seu encerramento. Atuação em processos judiciais, ou     administrativos a nivel de tribunais superiores; cabe gestao passivo tributario           001297914000129              000002
1014421024744DIR_CREDIT     BONIMOVEL ADMINISTRACAO DE IMOVEIS      005583066000175ED95 SERVIÇOS E PARTICIPAÇÕES LTDA      RUA EWBANC DA CAMARA Nº 46 SALA 1       JUIZ DE FORA                            36035070MG4324400001                                                                                                                                          012266092           240120120000023412SN          19072013000403instrumento particular de outorga de opção de venda bonus de subscriçãode emissão da tv juiz de fora s/a(retransmissora da tv globo p/região)                                                                                                   005764373000152              000003
1029141008057COBR_CAUC_BIC  COMERCIAL DE TABACOS MICHELON LTDA      005648120000385TABACUM INTERAMERICAN COM. EXP. FU      EST. RST 287 S/N KM 78,1,0              VENANCIO AIRES                          95800000RS43231000010999368023340/574C  16072013015PORTO ALEGRE        2910201300000000014181000TD                                                                                                                                                                                                                                                                                                                                                                                                         000004
1021420930887COBR_CAUC_COR  DEDINI S/A INDUSTRIAS DE BASE           077264224000216USINA DE ACUCAR E ALCOOL GOIOERE L      ROD PR 180 MOREIRA SALLES BR            MOREIRA SALES                           87370000PR432280000106416124217139-7-7  23072013900BRADESCO S/A        2012201300000000060000000CC                                                                                                                                                                                                                                                                                                                                                                                                         000005
1048421003043COBR_CAUC_COR  FRIGOL S.A. EM RECUPERACAO JUDICIAL     007715769000135AKI CARNES COMERCIO LTDA                RUA SILVESTRE AGOSTINHO SALES 248       JABOATAO DOS GU                         18681030PE4323200001000343710000024787  23072013900BRADESCO S/A        3007201300000000017436088CC                                                                                                                                                                                                                                                                                                                                                                                                         000006
1013421019571DIR_CREDIT     JPNOR ENGENHARIA LTDA                   042150391000170BRASKEM S/A                             RUA ETENO,1561-POLO PETROQUIMICO        CAMAçARI                                42800000BA4324100001                                                                                                                                          012314260           10022010000001798510108/2009  23072013000404Elaboração de projetos conceituais, de engenharia básica, de detalhamento de projeto, de automação, estudos técnicos e estudos de viabilidade.        contrato 10108/2009                                                                       001531864000100              000007
1013421019571DIR_CREDIT     JPNOR ENGENHARIA LTDA                   001202799000242RIO POLIMEROS S.A.                      RUA MARUMBI, 1001-CAMPOS ELISEOS        DUQUE DE CAXIAS                         25070235RJ4324200001                                                                                                                                          012314260           10022010000001985910108       23072013000404Elaboração de projetos conceituais, de engenharia básica, de detalha-  mento de projeto, de automação, estudos técnicos e estudos de viabilidade.                                                                                               001531864000100              000008
1017421002802DIR_CREDIT     LAGINHA AGRO INDUSTRIAL S/A             033453598000123RAIZEN COMBUSTIVEIS S/A                 AV DAS AMERICAS 4200 BLOCO 5            RIO DE JANEIRO                          22640102RJ4316900001                                                                                                                                          012311580           090820120000022261            19072013017002Fornecimento de 80.000(oitenta mil) metros cúbicos de álcool anidro carburante Padrão ANP, NAS SAFRAS 2012/2012 e 2013/2014.                                                                                                                    012274379000107              000009
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          001774772000143COMERCIAL DE ELETROMOVEIS LTDA          AV BARAO DE CAPANEMA 1033               CAPANEMA                                68700005PA43246000010457793042027       28062013900BRADESCO S/A        0310201300000000001078690CC                                                                                                                                                                                                                                                                                                                                                                                                         000010
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          001774772000143COMERCIAL DE ELETROMOVEIS LTDA          AV BARAO DE CAPANEMA 1033               CAPANEMA                                68700005PA43246000020457794842028       28062013900BRADESCO S/A        0310201300000000000769480CC                                                                                                                                                                                                                                                                                                                                                                                                         000011
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          001774772000143COMERCIAL DE ELETROMOVEIS LTDA          AV BARAO DE CAPANEMA 1033               CAPANEMA                                68700005PA43246000030457795642032       28062013050BRADESCO S/A        0310201300000000000694306CC                                                                                                                                                                                                                                                                                                                                                                                                         000012
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000938301000160VENT SHOPPING I-APARELH.ELETRICOS       AV.MEN DE SA,206                        RIO DE JANEIRO                          20230152RJ43258000010165068441805       04062013014RIO DE JANEIRO      2008201300000000000472735CC                                                                                                                                                                                                                                                                                                                                                                                                         000013
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000938301000160VENT SHOPPING I-APARELH.ELETRICOS       AV.MEN DE SA,206                        RIO DE JANEIRO                          20230152RJ43258000020165069241805       04062013014RIO DE JANEIRO      2512201300000000000472735CC                                                                                                                                                                                                                                                                                                                                                                                                         000014
