0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista                        1048      12º andar BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    08122010                                                                                                                                                                                                                                                                                                                                                                                                000001
1021421001502COBR_CAUC_COR  ALCAMP COMERCIAL LTDA                   049972326000170USINA MOEMA ACUCAR E ALCOOL LTDA        FAZENDA MOEMA,S/N                       ORINDIUVA                               15480000SP253590000105995601F034479/ 1  01112010900BRADESCO S/A        2812201000000000025224780CC                                                                                                                                                                                                                                                                                                                                                                                           117456-1      000002
1021421001502COBR_CAUC_COR  ALCAMP COMERCIAL LTDA                   056720428000163INDS.ROMI S/A-MATRIZ                    AV.PEROLA BYINGTON,56                   SANTA BARBARA D                         13453900SP253600000105995597F033843/ 1  16112010900BRADESCO S/A        2012201000000000020010000CC                                                                                                                                                                                                                                                                                                                                                                                           117456-2      000003
1007421009131COBR_CAUC_BIC  CR ZONGSHEN FABRIC. DE VEICULOS S/A     011896484000115XINGO MOTOS DO NORDESTE LTDA            AV. TIRADENTES 26                       ARACAJU                                 49082600SE253610000100262365F01009282   30102010045ARACAJU             2802201100000000011536493CC                                                                                                                                                                                                                                                                                                                                                                                           117456-3      000004
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA.            AV.MARVAN D.DE FIGUEIREDO,6169          SAO PAULO                               02170901SP253620000102515238007650      20102010007PAULISTA            1312201000000000001999872CC                                                                                                                                                                                                                                                                                                                                                                                           117456-4      000005
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA.            AV.MARVAN D.DE FIGUEIREDO,6169          SAO PAULO                               02170901SP2536200002025153787686-2      21102010007PAULISTA            1012201000000000001899878CC                                                                                                                                                                                                                                                                                                                                                                                           117456-5      000006
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP25363000010252128900008354-2  19112010007PAULISTA            0701201100000000001947318CC                                                                                                                                                                                                                                                                                                                                                                                           117456-6      000007
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630000202515149007639      20102010007PAULISTA            0912201000000000003705000CC                                                                                                                                                                                                                                                                                                                                                                                           117456-7      000008
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630000302515157007609      20102010007PAULISTA            0912201000000000001853230CC                                                                                                                                                                                                                                                                                                                                                                                           117456-8      000009
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630000402515165007644      20102010007PAULISTA            1312201000000000002100030CC                                                                                                                                                                                                                                                                                                                                                                                           117456-9      000010
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630000502515173007645      20102010007PAULISTA            1312201000000000001999872CC                                                                                                                                                                                                                                                                                                                                                                                           117456-10     000011
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630000602515181007646      20102010007PAULISTA            1012201000000000001995029CC                                                                                                                                                                                                                                                                                                                                                                                           117456-11     000012
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630000702515190007647      20102010007PAULISTA            1312201000000000001899878CC                                                                                                                                                                                                                                                                                                                                                                                           117456-12     000013
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630000802515203007648      20102010007PAULISTA            1312201000000000001890027CC                                                                                                                                                                                                                                                                                                                                                                                           117456-13     000014
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630000902515211007649      20102010007PAULISTA            1312201000000000002100030CC                                                                                                                                                                                                                                                                                                                                                                                           117456-14     000015
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630001002515220007660      20102010007PAULISTA            1312201000000000001995029CC                                                                                                                                                                                                                                                                                                                                                                                           117456-15     000016
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630001102515246007658      20102010007PAULISTA            1012201000000000002268033CC                                                                                                                                                                                                                                                                                                                                                                                           117456-16     000017
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630001202515254007659      20102010007PAULISTA            1312201000000000002100030CC                                                                                                                                                                                                                                                                                                                                                                                           117456-17     000018
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP253630001302515271007682-2    21102010007PAULISTA            1312201000000000001899878CC                                                                                                                                                                                                                                                                                                                                                                                           117456-18     000019
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP2536300014025152897684-2      21102010007PAULISTA            1312201000000000001739889CC                                                                                                                                                                                                                                                                                                                                                                                           117456-19     000020
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP2536300015025152977681-2      21102010007PAULISTA            1612201000000000001999872CC                                                                                                                                                                                                                                                                                                                                                                                           117456-20     000021
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP2536300016025153017676-2      21102010007PAULISTA            1312201000000000002099866CC                                                                                                                                                                                                                                                                                                                                                                                           117456-21     000022
1017421011712COBR_CAUC_BIC  ILPISA IND LAT P DOS INDIOS SA          075315333000109ATACADAO DISTR COM IND LTDA             AV MORVAN DIAS DE FIGUEIREDO 6169       SAO PAULO                               02170901SP2536300017025153197677-2      21102010007PAULISTA            1312201000000000001999872CC                                                                                                                                                                                                                                                                                                                                                                                           117456-22     000023
