0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista                        1048      12º andar BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    20102010                                                                                                                                                                                                                                                                                                                                                                                                000001
1008421003482COBR_CAUC_BIC  METALGRAFICA CEARENSE S/AMECESA         061186888009069SPAL IND. BRASILEIRA DE BEBIDAS S/      AV PRES HUMBERTO A. C. BRANCO,2911      JACAREI                                 12321150SP24676000010812890301407901    18102010007PAULISTA            2211201000000000012029400CC                                                                                                                                                                                                                                                                                                                                                                                           113853-1      000002
1029420932990COBR_CAUC_BIC  MEBRAFE INST. EQUIP.FRIGORIFICOS LT     047488531000139BRASLO PROD DE CARNE LTDA.              AV DAS COMUNICACOES,333-EDIFICIO C      OSASCO                                  06230110SP246770000109299848003471      15102010007PAULISTA            2911201000000000011532208CC                                                                                                                                                                                                                                                                                                                                                                                           113853-2      000003
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N                   PIRASSUNUNGA                            13631301SP24678000010404594611088/01    14102010021CAMPINAS            1712201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           113853-3      000004
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N                   PIRASSUNUNGA                            13631301SP24678000020404595411088/02    14102010021CAMPINAS            2012201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           113853-4      000005
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N                   PIRASSUNUNGA                            13631301SP24678000030404596211088/03    14102010021CAMPINAS            2112201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           113853-5      000006
1022141001217COBR_CAUC_BIC  BALDIN BIOENERGIA S/A                   001062529000100DULCINI S/A                             ESTR SITIO TABOAO S/N                   PIRASSUNUNGA                            13631301SP24678000040404597111088/04    14102010021CAMPINAS            2212201000000000025000000TD                                                                                                                                                                                                                                                                                                                                                                                           113853-6      000007
1022421004755COBR_CAUC_COR  FRIGOL S.A. em recuperacao judicial     010700821000194RAIMUNDO NONATO BANDEIRA E SILVA        RUA BELA VISTA, 05                      NATAL                                   59060190RN2467900001000538214584        15102010900BRADESCO S/A        1911201000000000016067627CC                                                                                                                                                                                                                                                                                                                                                                                           113853-7      000008
1042421002382COBR_CAUC_BIC  RADIO TV DIFUSORA DO MARANHAO LTDA      002876884000178CLARA COMUNICACAO E EDITORA LTDA        AV. COLARES MOREIRA,,444-SL/603         SAO LUIS                                65000000MA246800000101730919011815/10   18092010042SAO LUIS            3011201000000000015000000CC                                                                                                                                                                                                                                                                                                                                                                                           113853-8      000009
1018421023034COBR_CAUC_BIC  ELDORADO EMPREEND TURISTICOS LTDA       010760260000119CVC BRASIL OP E AG DE VIAGENS S/A       RUA GERTRUDES DE LIMA ,53               SANTO ANDRE                             09020000SP24681000010192253366735       22092010038ABC                 2210201000000000000231300CC                                                                                                                                                                                                                                                                                                                                                                                           113853-9      000010
1018421023034COBR_CAUC_BIC  ELDORADO EMPREEND TURISTICOS LTDA       010760260000119CVC BRASIL OP E AG DE VIAGENS S/A       RUA GERTRUDES DE LIMA ,53               SANTO ANDRE                             09020000SP246810000201922541210034      22092010038ABC                 2210201000000000001605900CC                                                                                                                                                                                                                                                                                                                                                                                           113853-10     000011
1018421023034COBR_CAUC_BIC  ELDORADO EMPREEND TURISTICOS LTDA       010760260000119CVC BRASIL OP E AG DE VIAGENS S/A       RUA GERTRUDES DE LIMA ,53               SANTO ANDRE                             09020000SP246810000301922550210023      20092010038ABC                 2010201000000000000127200CC                                                                                                                                                                                                                                                                                                                                                                                           113853-11     000012
1018421023034COBR_CAUC_BIC  ELDORADO EMPREEND TURISTICOS LTDA       010760260000119CVC BRASIL OP E AG DE VIAGENS S/A       RUA GERTRUDES DE LIMA ,53               SANTO ANDRE                             09020000SP246810000401922568210022      20092010038ABC                 2010201000000000000048900CC                                                                                                                                                                                                                                                                                                                                                                                           113853-12     000013
1018421023034COBR_CAUC_BIC  ELDORADO EMPREEND TURISTICOS LTDA       010760260000119CVC BRASIL OP E AG DE VIAGENS S/A       RUA GERTRUDES DE LIMA ,53               SANTO ANDRE                             09020000SP246810000501922576210021      20092010038ABC                 2010201000000000000362800CC                                                                                                                                                                                                                                                                                                                                                                                           113853-13     000014
1018421023034COBR_CAUC_BIC  ELDORADO EMPREEND TURISTICOS LTDA       010760260000119CVC BRASIL OP E AG DE VIAGENS S/A       RUA GERTRUDES DE LIMA ,53               SANTO ANDRE                             09020000SP246810000601922584210020      20092010038ABC                 2010201000000000000097800CC                                                                                                                                                                                                                                                                                                                                                                                           113853-14     000015
